Name,Type,Tag,Access,AName,FName,HTMLName,DS1,DS2,DS3,MM,Solu,MP,BP,HC,Col1,Alp1,Col2,Alp2,Col3,Alp3,Col4,Alp4,Unk1,Unk2,NameJP,NameZH,NameTW,NameKR,pH1,pH2,pH3,pH4,pH5,Ptn1,BaseState
Succinic acid,Solid,Solid,1,Succinic acid,Succinic acid,Succinic acid,1.56,1.56,1.56,118.09,7.1,185,288,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,コハク酸,丁二酸,丁二酸,석신산,7.1,1,1,0,0,0,1
Glutaric acid,Solid,Solid,1,Glutaric acid,Glutaric acid,Glutaric acid,1.429,1.429,1.429,132.12,43,95.5,303,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,グルタル酸,戊二酸,戊二酸,글루타르산,43,1,1,0,0,0,1
Adipic acid,Solid,Solid,1,Adipic acid,Adipic acid,Adipic acid,1.36,1.36,1.36,146.14,1.4,152,265,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,アジピン酸,己二酸,己二酸,아디프산,1.4,1,1,0,0,0,1
Acetamide,Solid,Solid,1,Acetamide,Acetamide,Acetamide,1.16,1.16,1.16,59.07,100,82.3,221.2,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,アセトアミド,乙酰胺,乙酰胺,아세트아미드,100,1,1,0,0,0,1
Phenol,Solid,Solid,1,Phenol,Phenol,Phenol,1.071,1.071,1.071,94.11,8.3,40.5,181.9,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,フェルール,苯酚,苯酚,페놀,8.3,1,1,0,0,0,1
Sodium chloride,Solid,Solid,1,Sodium chloride,Sodium chloride,Sodium chloride,2.165,2.165,2.165,58.44,35.7,801,1413,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,塩化ナトリウム,氯化钠,氯化鈉,염화나트륨,35.7,0,0,1,0,0,1
Potassium chloride,Solid,Solid,1,Potassium chloride,Potassium chloride,Potassium chloride,1.988,1.988,1.988,74.55,34.4,770,1420,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,塩化カリウム,氯化钾,氯化鉀,염화칼륨,34.4,0,0,1,0,0,1
Calcium chloride,Solid,Solid,1,Calcium chloride,Calcium chloride,Calcium chloride,2.15,2.15,2.15,110.98,74.5,772,1935,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,塩化カルシウム,氯化钙,氯化鈣,염화칼슘,74.5,0,0,1,0,0,1
Magnesium chloride,Solid,Solid,1,Magnesium chloride,Magnesium chloride,Magnesium chloride,2.32,2.32,2.32,95.21,54.3,714,1412,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,塩化マグネシウム,氯化镁,氯化鎂,염화마그네슘,54.3,0,0,1,0,0,1
Barium chloride,Solid,Solid,1,Barium chloride,Barium chloride,Barium chloride,3.856,3.856,3.856,208.23,37,962,1560,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,塩化バリウム,氯化钡,氯化鋇,염화바륨,37,0,0,1,0,0,1
Iron(II) chloride,Solid,Solid,1,Iron(II) chloride,Iron(II) chloride,Iron(II) chloride,3.16,3.16,3.16,126.75,64.4,677,1023,0,0x00FF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,塩化鉄(II),氯化亚铁,氯化亞鐵,염화철(II),64.4,0,0,1,0,0,1
Iron(III) chloride,Solid,Solid,1,Iron(III) chloride,Iron(III) chloride,Iron(III) chloride,2.898,2.898,2.898,162.2,91.2,306,316,0,0x8B4513,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,塩化鉄(III),氯化铁,氯化鐵,염화철(III),91.2,0,0,1,0,0,1
Copper(I) chloride,Solid,Solid,1,Copper(I) chloride,Copper(I) chloride,Copper(I) chloride,4.14,4.14,4.14,99,0.001,430,1490,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,塩化銅(I),氯化亚铜,氯化亞銅,염화구리(I),0.001,0,0,1,0,0,1
Copper(II) chloride,Solid,Solid,1,Copper(II) chloride,Copper(II) chloride,Copper(II) chloride,3.386,3.386,3.386,134.45,75.7,620,993,0,0x00FF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,塩化銅(II),氯化铜,氯化銅,염화구리(II),75.7,0,0,1,0,0,1
Zinc chloride,Solid,Solid,1,Zinc chloride,Zinc chloride,Zinc chloride,2.907,2.907,2.907,136.29,432,283,732,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,塩化亜鉛,氯化锌,氯化鋅,염화아연,432,0,0,1,0,0,1
Aluminum chloride,Solid,Solid,1,Aluminum chloride,Aluminum chloride,Aluminum chloride,2.48,2.48,2.48,133.34,44.9,192.6,180,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,塩化アルミニウム,氯化铝,氯化鋁,염화알루미늄,44.9,0,0,1,0,0,1
Sodium bromide,Solid,Solid,1,Sodium bromide,Sodium bromide,Sodium bromide,3.21,3.21,3.21,102.89,93.1,747,1390,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,臭化ナトリウム,溴化钠,溴化鈉,브롬화나트륨,93.1,0,0,1,0,0,1
Potassium bromide,Solid,Solid,1,Potassium bromide,Potassium bromide,Potassium bromide,2.75,2.75,2.75,119,67.8,734,1435,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,臭化カリウム,溴化钾,溴化鉀,브롬화칼륨,67.8,0,0,1,0,0,1
Sodium iodide,Solid,Solid,1,Sodium iodide,Sodium iodide,Sodium iodide,3.67,3.67,3.67,149.89,184.2,661,1304,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,よう化ナトリウム,碘化钠,碘化鈉,요오드화나트륨,184.2,0,0,1,0,0,1
Potassium iodide,Solid,Solid,1,Potassium iodide,Potassium iodide,Potassium iodide,3.13,3.13,3.13,166,140,681,1330,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,よう化カリウム,碘化钾,碘化鉀,요오드화칼륨,140,0,0,1,0,0,1
Calcium bromide,Solid,Solid,1,Calcium bromide,Calcium bromide,Calcium bromide,3.35,3.35,3.35,199.89,125,730,812,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,臭化カルシウム,溴化钙,溴化鈣,브롬화칼슘,125,0,0,1,0,0,1
Sodium fluoride,Solid,Solid,1,Sodium fluoride,Sodium fluoride,Sodium fluoride,2.558,2.558,2.558,41.99,4.1,996,1704,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,フッ化ナトリウム,氟化钠,氟化鈉,플루오린화나트륨,4.1,0,0,1,0,0,1
Potassium fluoride,Solid,Solid,1,Potassium fluoride,Potassium fluoride,Potassium fluoride,2.48,2.48,2.48,58.1,92.2,858,1502,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,フッ化カリウム,氟化钾,氟化鉀,플루오린화칼륨,92.2,0,0,1,0,0,1
Sodium sulfide,Solid,Solid,1,Sodium sulfide,Sodium sulfide,Sodium sulfide,1.856,1.856,1.856,78.04,19,1172,1188,0,0xFFFF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,硫化ナトリウム,硫化钠,硫化鈉,황화나트륨,19,0,0,1,0,0,1
Potassium sulfide,Solid,Solid,1,Potassium sulfide,Potassium sulfide,Potassium sulfide,1.847,1.847,1.847,110.26,19.2,840,912,0,0xFFFF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,硫化カリウム,硫化钾,硫化鉀,황화칼륨,19.2,0,0,1,0,0,1
Sodium hydroxide,Solid,Solid,1,Sodium hydroxide,Sodium hydroxide,Sodium hydroxide,2.13,2.13,2.13,40,50,323,1388,1,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,水酸化ナトリウム,氢氧化钠,氫氧化鈉,수산화나트륨,50,0,0,1,1,0,1
Potassium hydroxide,Solid,Solid,1,Potassium hydroxide,Potassium hydroxide,Potassium hydroxide,2.12,2.12,2.12,56.11,121,360,1327,1,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,水酸化カリウム,氢氧化钾,氫氧化鉀,수산화칼륨,121,0,0,1,1,0,1
Calcium hydroxide,Solid,Solid,1,Calcium hydroxide,Calcium hydroxide,Calcium hydroxide,2.24,2.24,2.24,74.09,0.165,580,2850,1,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,水酸化カルシウム,氢氧化钙,氫氧化鈣,수산화칼슘,0.165,0,0,1,1,0,1
Magnesium hydroxide,Solid,Solid,1,Magnesium hydroxide,Magnesium hydroxide,Magnesium hydroxide,2.36,2.36,2.36,58.32,0.0009,350,700,1,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,水酸化マグネシウム,氢氧化镁,氫氧化鎂,수산화마그네슘,0.0009,0,0,1,1,0,1
Barium hydroxide,Solid,Solid,1,Barium hydroxide,Barium hydroxide,Barium hydroxide,3.74,3.74,3.74,171.34,3.9,78,1038,1,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,水酸化バリウム,氢氧化钡,氫氧化鋇,수산화바륨,3.9,0,0,1,1,0,1
Ammonium chloride,Solid,Solid,1,Ammonium chloride,Ammonium chloride,Ammonium chloride,1.527,1.527,1.527,53.49,37.2,338,520,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,塩化アンomia,氯化铵,氯化銨,염화암모늄,37.2,0,0,1,0,0,1
Ammonium nitrate,Solid,Solid,1,Ammonium nitrate,Ammonium nitrate,Ammonium nitrate,1.725,1.725,1.725,80.04,192,169,210,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,硝酸アンomia,硝酸铵,硝酸銨,질산암모늄,192,0,0,1,0,0,1
Ammonium sulfate,Solid,Solid,1,Ammonium sulfate,Ammonium sulfate,Ammonium sulfate,1.769,1.769,1.769,132.14,75.4,280,280,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,硫酸アンomia,硫酸铵,硫酸銨,황산암모늄,75.4,0,0,1,0,0,1
Sodium nitrate,Solid,Solid,1,Sodium nitrate,Sodium nitrate,Sodium nitrate,2.261,2.261,2.261,84.99,91.2,308,380,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,硝酸ナトリウム,硝酸钠,硝酸鈉,질산나트륨,91.2,0,0,1,0,0,1
Potassium nitrate,Solid,Solid,1,Potassium nitrate,Potassium nitrate,Potassium nitrate,2.109,2.109,2.109,101.1,31.6,333,400,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,硝酸カリウム,硝酸钾,硝酸鉀,질산칼륨,31.6,0,0,1,0,0,1
Sodium carbonate,Solid,Solid,1,Sodium carbonate,Sodium carbonate,Sodium carbonate,2.54,2.54,2.54,105.99,21.8,856,1600,1,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,炭酸ナトリウム,碳酸钠,碳酸鈉,탄산나트륨,21.8,0,0,1,1,0,1
Sodium bicarbonate,Solid,Solid,1,Sodium bicarbonate,Sodium bicarbonate,Sodium bicarbonate,2.2,2.2,2.2,84.01,9.6,50,851,1,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,炭酸水素ナトリウム,碳酸氢钠,碳酸氫鈉,탄산수소나트륨,9.6,0,0,1,1,0,1
Calcium carbonate,Solid,Solid,1,Calcium carbonate,Calcium carbonate,Calcium carbonate,2.71,2.71,2.71,100.09,0.001,825,1339,1,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,炭酸カルシウム,碳酸钙,碳酸鈣,탄산칼슘,0.001,0,0,1,1,0,1
Magnesium carbonate,Solid,Solid,1,Magnesium carbonate,Magnesium carbonate,Magnesium carbonate,2.96,2.96,2.96,84.31,0.1,540,900,1,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,炭酸マグネシウム,碳酸镁,碳酸鎂,탄산마그네슘,0.1,0,0,1,1,0,1
Sodium sulfate,Solid,Solid,1,Sodium sulfate,Sodium sulfate,Sodium sulfate,2.664,2.664,2.664,142.04,28,884,1429,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,硫酸ナトリウム,硫酸钠,硫酸鈉,황산나트륨,28,0,0,1,0,0,1
Sodium thiosulfate,Solid,Solid,1,Sodium thiosulfate,Sodium thiosulfate,Sodium thiosulfate,1.667,1.667,1.667,158.11,70,48,100,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,チオ硫酸ナトリウム,硫代硫酸钠,硫代硫酸鈉,티오황산나트륨,70,0,0,1,0,0,1
Calcium nitrate,Solid,Solid,1,Calcium nitrate,Calcium nitrate,Calcium nitrate,2.504,2.504,2.504,164.09,129,560,561,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,硝酸カルシウム,硝酸钙,硝酸鈣,질산칼슘,129,0,0,1,0,0,1
Sodium phosphate,Solid,Solid,1,Sodium phosphate,Sodium phosphate,Sodium phosphate,2.536,2.536,2.536,163.94,8.8,73.4,100,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,燐酸ナトリウム,磷酸钠,磷酸鈉,인산나트륨,8.8,0,0,1,0,0,1
Calcium phosphate,Solid,Solid,1,Calcium phosphate,Calcium phosphate,Calcium phosphate,3.14,3.14,3.14,310.18,0.002,1670,1710,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,燐酸カルシウム,磷酸钙,磷酸鈣,인산칼슘,0.002,0,0,1,0,0,1
Sodium chlorate,Solid,Solid,1,Sodium chlorate,Sodium chlorate,Sodium chlorate,2.49,2.49,2.49,106.44,100,248,400,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,塩素酸ナトリウム,氯酸钠,氯酸鈉,염소산나트륨,100,0,0,1,0,0,1
Potassium chlorate,Solid,Solid,1,Potassium chlorate,Potassium chlorate,Potassium chlorate,2.32,2.32,2.32,122.55,8.6,368,400,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,塩素酸カリウム,氯酸钾,氯酸鉀,염소산칼륨,8.6,0,0,1,0,0,1
Sodium perchlorate,Solid,Solid,1,Sodium perchlorate,Sodium perchlorate,Sodium perchlorate,2.02,2.02,2.02,122.44,209,468,482,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,過塩素酸ナトリウム,高氯酸钠,高氯酸鈉,과염소산나트륨,209,0,0,1,0,0,1
Potassium permanganate,Solid,Solid,1,Potassium permanganate,Potassium permanganate,Potassium permanganate,2.703,2.703,2.703,158.03,7.6,240,240,0,0x800080,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,過マンガン酸カリウム,高锰酸钾,高錳酸鉀,과망간산칼륨,7.6,0,0,1,0,0,1
Dichromic acid,Solid,Solid,1,Dichromic acid,Dichromic acid,Dichromic acid,2.25,2.25,2.25,117.99,169,196,196,0,0xFF8800,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,二クロム酸,重铬酸,重鉻酸,이铬산,169,1,1,0,0,0,1
Sulfur,Solid,Solid,1,Sulfur,Sulfur,Sulfur,2.067,2.067,2.067,32.07,0.001,115.2,444.6,0,0xFFFF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,硫黄,硫,硫,황,0.001,0,0,0,0,0,1
Phosphorus,Solid,Solid,1,Phosphorus,Phosphorus,Phosphorus,1.82,1.82,1.82,30.97,0.0003,44.1,280,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,燐,磷,磷,인,0.0003,0,0,0,0,0,1
Arsenic,Solid,Solid,1,Arsenic,Arsenic,Arsenic,5.727,5.727,5.727,74.92,0.001,817,614,0,0x808080,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,ヒ素,砷,砷,비소,0.001,0,0,0,0,0,1
Silicon dioxide,Solid,Solid,1,Silicon dioxide,Silicon dioxide,Silicon dioxide,2.65,2.65,2.65,60.08,0.001,1710,2230,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,二酸化ケイ素,二氧化硅,二氧化矽,이산화규소,0.001,0,0,0,0,0,1
Titanium dioxide,Solid,Solid,1,Titanium dioxide,Titanium dioxide,Titanium dioxide,4.23,4.23,4.23,79.87,0.001,1855,2900,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,二酸化チタン,二氧化钛,二氧化鈦,이산화티타늄,0.001,0,0,0,0,0,1
Zinc oxide,Solid,Solid,1,Zinc oxide,Zinc oxide,Zinc oxide,5.606,5.606,5.606,81.39,0.001,1975,2360,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,酸化亜鋅,氧化锌,氧化鋅,산화아연,0.001,0,0,0,0,0,1
Magnesium oxide,Solid,Solid,1,Magnesium oxide,Magnesium oxide,Magnesium oxide,3.58,3.58,3.58,40.3,0.001,2852,3600,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,酸化マグネシウム,氧化镁,氧化鎂,산화마그네슘,0.001,0,0,0,0,0,1
Calcium oxide,Solid,Solid,1,Calcium oxide,Calcium oxide,Calcium oxide,3.34,3.34,3.34,56.08,0.001,2614,2850,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,酸化カルシウム,氧化钙,氧化鈣,산화칼슘,0.001,0,0,0,0,0,1
Barium oxide,Solid,Solid,1,Barium oxide,Barium oxide,Barium oxide,5.72,5.72,5.72,153.33,3.5,1920,2000,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,酸化バリウム,氧化钡,氧化鋇,산화바륨,3.5,0,0,0,0,0,1
Iron(II) oxide,Solid,Solid,1,Iron(II) oxide,Iron(II) oxide,Iron(II) oxide,5.745,5.745,5.745,71.84,0.00001,1370,3414,0,0x000000,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,酸化鉄(II),氧化亚铁,氧化亞鐵,산화철(II),0.00001,0,0,0,0,0,1
Iron(III) oxide,Solid,Solid,1,Iron(III) oxide,Iron(III) oxide,Iron(III) oxide,5.24,5.24,5.24,159.69,0.00001,1566,3099,0,0xFF0000,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,酸化鉄(III),氧化铁,氧化鐵,산화철(III),0.00001,0,0,0,0,0,1
Copper(I) oxide,Solid,Solid,1,Copper(I) oxide,Copper(I) oxide,Copper(I) oxide,6.0,6.0,6.0,143.09,0.001,1235,1800,0,0xFF0000,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,酸化銅(I),氧化亚铜,氧化亞銅,산화구리(I),0.001,0,0,0,0,0,1
Copper(II) oxide,Solid,Solid,1,Copper(II) oxide,Copper(II) oxide,Copper(II) oxide,6.31,6.31,6.31,79.55,0.001,1446,2000,0,0x000000,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,酸化銅(II),氧化铜,氧化銅,산화구리(II),0.001,0,0,0,0,0,1
Aluminum oxide,Solid,Solid,1,Aluminum oxide,Aluminum oxide,Aluminum oxide,3.97,3.97,3.97,101.96,0.00001,2072,2977,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,酸化アルミニウム,氧化铝,氧化鋁,산화알루미늄,0.00001,0,0,0,0,0,1
Lead(II) oxide,Solid,Solid,1,Lead(II) oxide,Lead(II) oxide,Lead(II) oxide,9.53,9.53,9.53,223.2,0.001,886,1470,0,0xFFFF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,酸化鉛(II),氧化铅,氧化鉛,산화납(II),0.001,0,0,0,0,0,1
Lead(IV) oxide,Solid,Solid,1,Lead(IV) oxide,Lead(IV) oxide,Lead(IV) oxide,9.38,9.38,9.38,239.2,0.001,290,290,0,0x8B4513,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,酸化鉛(IV),氧化铅,氧化鉛,산화납(IV),0.001,0,0,0,0,0,1
Mercury(II) oxide,Solid,Solid,1,Mercury(II) oxide,Mercury(II) oxide,Mercury(II) oxide,11.1,11.1,11.1,216.59,0.001,500,500,0,0xFF0000,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,酸化水銀(II),氧化汞,氧化汞,산화수은(II),0.001,0,0,0,0,0,1
Silver oxide,Solid,Solid,1,Silver oxide,Silver oxide,Silver oxide,7.14,7.14,7.14,231.74,0.001,230,230,0,0x8B4513,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,酸化銀,氧化银,氧化銀,산화은,0.001,0,0,0,0,0,1
Nickel oxide,Solid,Solid,1,Nickel oxide,Nickel oxide,Nickel oxide,6.67,6.67,6.67,74.69,0.001,1960,3000,0,0x00FF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,酸化ニッケル,氧化镍,氧化鎳,산화니켈,0.001,0,0,0,0,0,1
Cobalt oxide,Solid,Solid,1,Cobalt oxide,Cobalt oxide,Cobalt oxide,6.11,6.11,6.11,74.93,0.001,1935,3000,0,0x000000,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,酸化コバルト,氧化钴,氧化鈷,산화코발트,0.001,0,0,0,0,0,1
Chromium(III) oxide,Solid,Solid,1,Chromium(III) oxide,Chromium(III) oxide,Chromium(III) oxide,5.21,5.21,5.21,151.99,0.001,2430,3000,0,0x00FF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,酸化クロム(III),氧化铬,氧化鉻,산화크롬(III),0.001,0,0,0,0,0,1
Manganese(II) oxide,Solid,Solid,1,Manganese(II) oxide,Manganese(II) oxide,Manganese(II) oxide,5.43,5.43,5.43,70.94,0.001,1850,1900,0,0x00FF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,酸化マンガン(II),氧化锰,氧化錳,산화망가니즈(II),0.001,0,0,0,0,0,1
Glycine,Solid,Solid,1,Glycine,Glycine,Glycine,1.607,1.607,1.607,75.07,25,233,290,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,グリシン,甘氨酸,甘氨酸,글리신,25,1,1,0,0,0,1
Alanine,Solid,Solid,1,Alanine,Alanine,Alanine,1.432,1.432,1.432,89.09,16.7,297,295,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,アラニン,丙氨酸,丙氨酸,알라닌,16.7,1,1,0,0,0,1
Valine,Solid,Solid,1,Valine,Valine,Valine,1.23,1.23,1.23,117.15,8.9,315,295,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,バリン,缬氨酸,纈氨酸,발린,8.9,1,1,0,0,0,1
Leucine,Solid,Solid,1,Leucine,Leucine,Leucine,1.165,1.165,1.165,131.17,2.4,295,300,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,ロイシン,亮氨酸,亮氨酸,류신,2.4,1,1,0,0,0,1
Isoleucine,Solid,Solid,1,Isoleucine,Isoleucine,Isoleucine,1.231,1.231,1.231,131.17,3.7,280,300,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,イソロイシン,异亮氨酸,異亮氨酸,아이소류신,3.7,1,1,0,0,0,1
Serine,Solid,Solid,1,Serine,Serine,Serine,1.603,1.603,1.603,105.09,25,225,290,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,セリン,丝氨酸,絲氨酸,세린,25,1,1,0,0,0,1
Threonine,Solid,Solid,1,Threonine,Threonine,Threonine,1.662,1.662,1.662,119.12,20,255,290,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,トレオニン,苏氨酸,蘇氨酸,트레오닌,20,1,1,0,0,0,1
Cysteine,Solid,Solid,1,Cysteine,Cysteine,Cysteine,1.484,1.484,1.484,121.16,11.9,240,293,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,システィン,半胱氨酸,半胱氨酸,시스테인,11.9,1,1,0,0,0,1
Methionine,Solid,Solid,1,Methionine,Methionine,Methionine,1.34,1.34,1.34,149.21,5.6,281,283,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,メチオニン,蛋氨酸,蛋氨酸,메티오닌,5.6,1,1,0,0,0,1
Phenylalanine,Solid,Solid,1,Phenylalanine,Phenylalanine,Phenylalanine,1.29,1.29,1.29,165.19,3,283,350,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,フェニルアラニン,苯丙氨酸,苯丙氨酸,페닐알라닌,3,1,1,0,0,0,1
Tyrosine,Solid,Solid,1,Tyrosine,Tyrosine,Tyrosine,1.456,1.456,1.456,181.19,0.35,344,295,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,チロシン,酪氨酸,酪氨酸,티로신,0.35,1,1,0,0,0,1
Tryptophan,Solid,Solid,1,Tryptophan,Tryptophan,Tryptophan,1.299,1.299,1.299,204.23,1.1,282,295,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,トリプトファン,色氨酸,色氨酸,트립토판,1.1,1,1,0,0,0,1
